season_FALL,season_SPRING,season_SUMMER,season_WINTER,holiday_binary,workingday_binary,weather_GOOD,weather_MISTY,weather_RAIN_SNOW_STORM,temp,hum,windspeed,days_since_2011,cnt
0,0,0,1,0,0,0,1,0,8.175849,80.5833,10.749882,0,985
0,0,0,1,0,0,0,1,0,9.083466,69.6087,16.652113,1,801
0,0,0,1,0,1,1,0,0,1.229108,43.7273,16.636703,2,1349
0,0,0,1,0,1,1,0,0,1.4,59.0435,10.739832,3,1562
0,0,0,1,0,1,1,0,0,2.666979,43.6957,12.5223,4,1600
0,0,0,1,0,1,1,0,0,1.604356,51.8261,6.0008684,5,1606
0,0,0,1,0,1,0,1,0,1.236534,49.8696,11.304642,6,1510
0,0,0,1,0,0,0,1,0,-0.244999999999999,53.5833,17.875868,7,959
0,0,0,1,0,0,1,0,0,-1.498349,43.4167,24.25065,8,822
0,0,0,1,0,1,1,0,0,-0.910849000000001,48.2917,14.958889,9,1321
0,0,0,1,0,1,0,1,0,-0.0527230000000003,68.6364,8.182844,10,1263
0,0,0,1,0,1,1,0,0,0.118169,59.9545,20.410009,11,1162
0,0,0,1,0,1,1,0,0,-0.244999999999999,47.0417,20.167,12,1406
0,0,0,1,0,1,1,0,0,-0.439109999999999,53.7826,8.478716,13,1421
0,0,0,1,0,0,0,1,0,2.966651,49.875,10.583521,14,1248
0,0,0,1,0,0,1,0,0,2.888349,48.375,12.625011,15,1204
0,0,0,1,1,0,0,1,0,0.264151,53.75,12.999139,16,1000
0,0,0,1,0,1,0,1,0,2.183349,86.1667,9.833925,17,683
0,0,0,1,0,1,0,1,0,5.732178,74.1739,13.957239,18,1650
0,0,0,1,0,1,0,1,0,4.298349,53.8333,13.125568,19,1927
0,0,0,1,0,1,1,0,0,0.342499999999999,45.7083,23.667214,20,1543
0,0,0,1,0,0,1,0,0,-5.2208712,40.0,11.52199,21,981
0,0,0,1,0,0,1,0,0,-3.4634801,43.6522,16.5222,22,986
0,0,0,1,0,1,1,0,0,-3.4226089,49.1739,10.60811,23,1416
0,0,0,1,0,1,0,1,0,2.503466,61.6957,8.696332,24,1985
0,0,0,1,0,1,0,0,1,2.2225,86.25,19.68795,25,506
0,0,0,1,0,1,1,0,0,1.165,68.75,7.627079,26,431
0,0,0,1,0,1,0,1,0,1.563466,79.3043,8.2611,27,1167
0,0,0,1,0,0,1,0,0,1.236534,65.1739,9.739455,28,1098
0,0,0,1,0,0,1,0,0,2.176534,72.2174,4.9568342,29,1096
0,0,0,1,0,1,0,1,0,0.499150999999999,60.375,12.541864,30,1501
0,0,0,1,0,1,0,1,0,1.032178,82.9565,3.565271,31,1360
0,0,0,1,0,1,0,1,0,4.22,77.5417,17.708636,32,1526
0,0,0,1,0,1,1,0,0,0.786979000000001,43.7826,18.609384,33,1550
0,0,0,1,0,1,0,1,0,1.931288,58.5217,8.565213,34,1708
0,0,0,1,0,0,0,1,0,2.966651,92.9167,10.792293,35,1005
0,0,0,1,0,0,1,0,0,5.434151,56.8333,9.5006,36,1623
0,0,0,1,0,1,1,0,0,4.768349,73.8333,3.0423561,37,1712
0,0,0,1,0,1,1,0,0,2.379151,53.7917,24.25065,38,1530
0,0,0,1,0,1,0,1,0,-1.665199,49.4783,12.652213,39,1605
0,0,0,1,0,1,1,0,0,-1.215644,43.7391,14.869645,40,1538
0,0,0,1,0,1,1,0,0,0.887277000000001,50.6364,7.27285,41,1746
0,0,0,1,0,0,1,0,0,2.4575,54.4167,13.625589,42,1472
0,0,0,1,0,0,1,0,0,6.876534,45.7391,17.479161,43,1589
0,0,0,1,0,1,1,0,0,11.505,37.5833,27.999836,44,1913
0,0,0,1,0,1,1,0,0,4.506089,31.4348,19.522058,45,1815
0,0,0,1,0,1,1,0,0,6.958267,42.3478,16.869997,46,2115
0,0,0,1,0,1,1,0,0,12.484151,50.5,15.416968,47,2475
0,0,0,1,0,1,1,0,0,16.518349,51.6667,17.749975,48,2927
0,0,0,1,0,0,1,0,0,10.760849,18.7917,34.000021,49,1635
0,0,0,1,0,0,1,0,0,5.405199,40.7826,14.956745,50,1812
0,0,0,1,1,0,0,1,0,6.256651,60.5,20.625682,51,1107
0,0,0,1,0,1,1,0,0,0.564434,57.7778,13.110761,52,1450
0,0,0,1,0,1,1,0,0,2.421733,42.3043,6.305571,53,1917
0,0,0,1,0,1,0,1,0,5.895644,69.7391,16.783232,54,1807
0,0,0,1,0,1,0,1,0,9.124356,71.2174,23.218113,55,1461
0,0,0,1,0,0,1,0,0,5.2775,53.7917,12.500257,56,1969
0,0,0,1,0,0,1,0,0,8.143466,68.0,8.391616,57,2402
0,0,0,1,0,1,0,1,0,11.141831,87.6364,19.408962,58,1446
0,0,0,1,0,1,1,0,0,4.533349,53.5,14.500475,59,1851
0,0,0,1,0,1,1,0,0,7.745,44.9583,20.624811,60,2134
0,0,0,1,0,1,1,0,0,1.321651,31.8333,15.125518,61,1685
0,0,0,1,0,1,0,1,0,4.298349,61.0417,13.624182,62,1944
0,0,0,1,0,0,0,1,0,10.055849,78.9167,16.875357,63,2077
0,0,0,1,0,0,0,1,0,9.696534,94.8261,23.000229,64,605
0,0,0,1,0,1,1,0,0,4.301733,55.1304,22.870584,65,1872
0,0,0,1,0,1,1,0,0,5.7475,42.0833,8.08355,66,2133
0,0,0,1,0,1,0,1,0,5.904151,77.5417,14.75005,67,1891
0,0,0,1,0,1,0,0,1,10.287277,0.0,17.545759,68,623
0,0,0,1,0,1,0,1,0,6.876534,64.9565,15.60899,69,1977
0,0,0,1,0,0,1,0,0,7.470849,59.4583,14.791925,70,2132
0,0,0,1,0,0,1,0,0,10.064356,52.7391,18.130468,71,2417
0,0,0,1,0,1,1,0,0,7.285199,49.6957,9.174042,72,2046
0,0,0,1,0,1,0,1,0,6.917377,65.5652,12.348703,73,2056
0,0,0,1,0,1,0,1,0,9.165199,77.6522,13.608839,74,2192
0,0,0,1,0,1,1,0,0,11.505,60.2917,14.041793,75,2744
0,0,0,1,0,1,1,0,0,17.38,52.5217,15.478139,76,3239
0,0,0,1,0,0,1,0,0,14.2075,37.9167,24.667189,77,3117
0,0,0,1,0,0,1,0,0,7.6275,47.375,13.917307,78,2471
0,1,0,0,0,1,0,1,0,12.230445,73.7391,19.348461,79,2077
0,1,0,0,0,1,1,0,0,12.758349,62.4583,15.12525,80,2703
0,1,0,0,0,1,0,1,0,8.306979,83.9565,15.695487,81,2121
0,1,0,0,0,1,0,1,0,5.395,80.5833,16.333729,82,1865
0,1,0,0,0,1,1,0,0,4.415849,49.5,15.458575,83,2210
0,1,0,0,0,0,1,0,0,4.494151,39.4167,14.041257,84,2496
0,1,0,0,0,0,0,1,0,3.893021,49.3913,12.3481,85,1693
0,1,0,0,0,1,1,0,0,4.424356,30.2174,14.217668,86,2028
0,1,0,0,0,1,1,0,0,6.2175,31.4167,15.208732,87,2425
0,1,0,0,0,1,0,1,0,6.1,64.6667,11.583496,88,1536
0,1,0,0,0,1,0,0,1,4.611651,91.8333,14.582282,89,1685
0,1,0,0,0,1,0,1,0,6.1,68.625,17.333436,90,2227
0,1,0,0,0,0,0,1,0,6.805,65.375,13.208782,91,2252
0,1,0,0,0,0,1,0,0,9.781651,48.0,12.208271,92,3249
0,1,0,0,0,1,1,0,0,18.946651,42.625,25.833257,93,3115
0,1,0,0,0,1,0,1,0,11.465849,64.2083,26.000489,94,1795
0,1,0,0,0,1,1,0,0,10.369151,47.0833,17.625221,95,2808
0,1,0,0,0,1,1,0,0,12.5625,60.2917,10.874904,96,3141
0,1,0,0,0,1,0,1,0,7.784151,83.625,15.208464,97,1471
0,1,0,0,0,0,0,1,0,8.0975,87.75,8.916561,98,2455
0,1,0,0,0,0,0,1,0,12.053349,85.75,9.833389,99,2895
0,1,0,0,0,1,0,1,0,19.995644,71.6956,21.739758,100,3348
0,1,0,0,0,1,0,1,0,15.6175,73.9167,18.416893,101,2034
0,1,0,0,0,1,0,1,0,11.3875,81.9167,16.791339,102,2162
0,1,0,0,0,1,1,0,0,13.9725,54.0417,7.4169,103,3267
0,1,0,0,1,0,1,0,0,12.993349,67.125,15.167125,104,3126
0,1,0,0,0,0,0,0,1,12.249151,88.8333,22.834136,105,795
0,1,0,0,0,0,1,0,0,13.463349,47.9583,20.334232,106,3744
0,1,0,0,0,1,1,0,0,16.0875,54.25,10.958989,107,3429
0,1,0,0,0,1,0,1,0,15.774151,66.5833,10.584057,108,3204
0,1,0,0,0,1,1,0,0,19.965,61.4167,16.208975,109,3944
0,1,0,0,0,1,1,0,0,13.580849,40.7083,21.792286,110,4189
0,1,0,0,0,1,0,1,0,7.823349,72.9583,14.707907,111,1683
0,1,0,0,0,0,0,1,0,13.62,88.7917,15.458575,112,4036
0,1,0,0,0,0,0,1,0,19.338349,81.0833,12.875725,113,4191
0,1,0,0,0,1,1,0,0,20.513349,77.6667,12.417311,114,4073
0,1,0,0,0,1,1,0,0,21.688349,72.9167,21.8755,115,4400
0,1,0,0,0,1,0,1,0,21.14,83.5417,20.9174,116,3872
0,1,0,0,0,1,0,1,0,21.0225,70.0833,21.500836,117,4058
0,1,0,0,0,1,1,0,0,15.97,45.7083,16.084221,118,4595
0,1,0,0,0,0,1,0,0,14.2075,50.3333,15.750025,119,5312
0,1,0,0,0,0,0,1,0,13.228349,76.2083,7.125718,120,3351
0,1,0,0,0,1,0,1,0,17.810849,73.0,12.291418,121,4401
0,1,0,0,0,1,0,1,0,20.983349,69.7083,22.958689,122,4451
0,1,0,0,0,1,0,1,0,11.465849,73.7083,22.042732,123,2633
0,1,0,0,0,1,1,0,0,13.580849,44.4167,19.791264,124,4433
0,1,0,0,0,1,1,0,0,14.520849,59.0,15.292482,125,4608
0,1,0,0,0,0,1,0,0,16.44,54.125,10.75015,126,4714
0,1,0,0,0,0,1,0,0,16.831651,63.1667,5.0007125,127,4333
0,1,0,0,0,1,1,0,0,17.0275,58.875,11.792,128,4362
0,1,0,0,0,1,1,0,0,17.0275,48.9167,7.749957,129,4803
0,1,0,0,0,1,1,0,0,17.4975,63.2917,8.083014,130,4182
0,1,0,0,0,1,1,0,0,17.145,74.75,12.707689,131,4864
0,1,0,0,0,1,0,1,0,16.0875,86.3333,12.041575,132,4105
0,1,0,0,0,0,0,1,0,16.479151,92.25,9.04165,133,3409
0,1,0,0,0,0,0,1,0,18.4375,86.7083,10.249593,134,4553
0,1,0,0,0,1,1,0,0,19.1425,78.7917,8.500357,135,3958
0,1,0,0,0,1,0,1,0,18.398349,83.7917,18.582718,136,4123
0,1,0,0,0,1,0,1,0,17.85,87.0,13.499964,137,3855
0,1,0,0,0,1,0,1,0,16.949151,82.9583,7.250271,138,4575
0,1,0,0,0,1,1,0,0,17.223349,71.9583,8.375871,139,4917
0,1,0,0,0,0,1,0,0,20.3175,62.6667,8.08355,140,5805
0,1,0,0,0,0,1,0,0,20.395849,74.9583,9.916536,141,4660
0,1,0,0,0,1,0,1,0,21.688349,81.0,15.667414,142,4274
0,1,0,0,0,1,0,1,0,23.02,74.0833,13.875164,143,4492
0,1,0,0,0,1,1,0,0,23.059151,69.625,10.333611,144,4978
0,1,0,0,0,1,1,0,0,25.291651,67.75,13.376014,145,4677
0,1,0,0,0,1,1,0,0,24.038349,65.375,16.125493,146,4679
0,1,0,0,0,0,1,0,0,22.824151,72.9583,15.416164,147,4758
0,1,0,0,0,0,1,0,0,23.3725,81.875,14.333846,148,4788
0,1,0,0,1,0,1,0,0,26.466651,68.5,8.792075,149,4098
0,1,0,0,0,1,1,0,0,28.425,63.6667,7.459043,150,3982
0,1,0,0,0,1,0,1,0,27.915849,67.7083,13.875164,151,3974
0,1,0,0,0,1,1,0,0,25.605,30.5,19.583229,152,4968
0,1,0,0,0,1,1,0,0,21.14,35.4167,16.959107,153,5312
0,1,0,0,0,0,1,0,0,21.845,45.625,8.250514,154,5342
0,1,0,0,0,0,0,1,0,22.471651,65.25,9.292364,155,4906
0,1,0,0,0,1,1,0,0,23.881651,60.0,8.167032,156,4548
0,1,0,0,0,1,1,0,0,25.2525,59.7917,12.583136,157,4833
0,1,0,0,0,1,1,0,0,28.464151,62.2083,9.166739,158,4401
0,1,0,0,0,1,0,1,0,29.991651,56.8333,10.042161,159,3915
0,1,0,0,0,1,1,0,0,27.485,60.5,9.417118,160,4586
0,1,0,0,0,0,1,0,0,26.075,65.4583,10.37495,161,4966
0,1,0,0,0,0,1,0,0,24.5475,74.7917,10.958989,162,4460
0,1,0,0,0,1,1,0,0,21.845,49.4583,20.45845,163,5020
0,1,0,0,0,1,1,0,0,20.395849,50.7083,18.041961,164,4891
0,1,0,0,0,1,1,0,0,21.453349,47.1667,11.250104,165,5180
0,1,0,0,0,1,0,1,0,21.531651,68.8333,13.833557,166,3767
0,1,0,0,0,1,1,0,0,22.510849,73.5833,9.582943,167,4844
0,1,0,0,0,0,1,0,0,24.743349,67.0417,8.000336,168,5119
0,1,0,0,0,0,0,1,0,24.860849,66.6667,6.834,169,4744
0,1,0,0,0,1,0,1,0,21.845,74.625,10.416825,170,4010
0,0,1,0,0,1,0,1,0,23.999151,77.0417,11.458675,171,4835
0,0,1,0,0,1,1,0,0,26.466651,70.75,11.541554,172,4507
0,0,1,0,0,1,0,1,0,26.231651,70.3333,15.999868,173,4790
0,0,1,0,0,1,1,0,0,26.035849,57.3333,14.875675,174,4991
0,0,1,0,0,0,1,0,0,24.665,48.3333,14.041257,175,5202
0,0,1,0,0,0,1,0,0,23.96,51.3333,6.3337311,176,5305
0,0,1,0,0,1,0,1,0,24.0775,65.8333,7.208396,177,4708
0,0,1,0,0,1,1,0,0,26.975849,63.4167,9.666961,178,4648
0,0,1,0,0,1,1,0,0,26.231651,49.7917,17.542007,179,5225
0,0,1,0,0,1,1,0,0,24.743349,43.4167,12.415904,180,5515
0,0,1,0,0,1,1,0,0,25.9575,39.625,6.874736,181,5362
0,0,1,0,0,0,1,0,0,26.701651,44.4583,7.709154,182,5119
0,0,1,0,0,0,0,1,0,25.683349,68.25,15.333486,183,4649
0,0,1,0,1,0,0,1,0,26.153349,63.7917,5.4591064,184,6043
0,0,1,0,0,1,1,0,0,27.093349,59.0417,8.459286,185,4665
0,0,1,0,0,1,1,0,0,25.84,74.3333,10.042161,186,4629
0,0,1,0,0,1,1,0,0,27.25,65.125,10.6664,187,4592
0,0,1,0,0,1,0,1,0,25.330849,75.7917,15.083643,188,4040
0,0,1,0,0,0,1,0,0,26.466651,60.9167,11.250104,189,5336
0,0,1,0,0,0,1,0,0,27.1325,57.8333,12.292557,190,4881
0,0,1,0,0,1,1,0,0,27.8375,63.5833,18.916579,191,4086
0,0,1,0,0,1,1,0,0,29.325849,55.9167,13.417018,192,4258
0,0,1,0,0,1,1,0,0,27.093349,63.1667,9.790911,193,4342
0,0,1,0,0,1,1,0,0,23.999151,47.625,16.124689,194,5084
0,0,1,0,0,1,1,0,0,23.176651,59.125,12.249811,195,5538
0,0,1,0,0,0,1,0,0,24.273349,58.5,13.958914,196,5923
0,0,1,0,0,0,1,0,0,25.800849,60.4167,16.417211,197,5302
0,0,1,0,0,1,1,0,0,27.093349,65.125,14.458868,198,4458
0,0,1,0,0,1,1,0,0,28.503349,65.0417,8.7502,199,4541
0,0,1,0,0,1,1,0,0,28.111651,70.7083,7.625739,200,4332
0,0,1,0,0,1,0,1,0,30.305,69.125,14.875407,201,3784
0,0,1,0,0,1,1,0,0,31.871651,58.0417,8.9177,202,3387
0,0,1,0,0,0,1,0,0,31.910849,50.0,8.791807,203,3285
0,0,1,0,0,0,1,0,0,31.01,55.0833,11.334457,204,3606
0,0,1,0,0,1,1,0,0,26.936651,75.7083,6.0841561,205,3840
0,0,1,0,0,1,1,0,0,28.268349,54.0833,13.417286,206,4590
0,0,1,0,0,1,1,0,0,28.425,40.2917,12.292021,207,4656
0,0,1,0,0,1,1,0,0,28.620849,58.3333,11.958093,208,4390
0,0,1,0,0,1,1,0,0,31.401651,54.25,11.667246,209,3846
0,0,1,0,0,0,1,0,0,29.795849,46.5833,11.291979,210,4475
0,0,1,0,0,0,1,0,0,29.874151,48.0833,11.042471,211,4302
0,0,1,0,0,1,1,0,0,28.268349,55.0833,10.500039,212,4266
0,0,1,0,0,1,1,0,0,28.816651,49.125,13.79195,213,4845
0,0,1,0,0,1,0,1,0,26.388349,65.75,9.084061,214,3574
0,0,1,0,0,1,0,1,0,25.37,75.75,13.20905,215,4576
0,0,1,0,0,1,1,0,0,25.409151,63.0833,12.374632,216,4866
0,0,1,0,0,0,0,1,0,25.683349,75.5,15.29275,217,4294
0,0,1,0,0,0,1,0,0,26.8975,75.2917,13.499629,218,3785
0,0,1,0,0,1,1,0,0,27.955,59.2083,12.875725,219,4326
0,0,1,0,0,1,1,0,0,28.425,57.0417,10.125107,220,4602
0,0,1,0,0,1,1,0,0,28.033349,42.4167,13.417286,221,4780
0,0,1,0,0,1,1,0,0,25.7225,42.375,11.041332,222,4792
0,0,1,0,0,1,1,0,0,25.291651,41.5,8.416607,223,4905
0,0,1,0,0,0,0,1,0,24.234151,72.9583,14.167418,224,4150
0,0,1,0,0,0,0,1,0,23.803349,81.75,14.916411,225,3820
0,0,1,0,0,1,1,0,0,23.294151,71.2083,13.999918,226,4338
0,0,1,0,0,1,1,0,0,24.939151,57.8333,15.834043,227,4725
0,0,1,0,0,1,1,0,0,25.996651,57.5417,9.625689,228,4694
0,0,1,0,0,1,1,0,0,25.448349,65.4583,15.624936,229,3805
0,0,1,0,0,1,0,1,0,24.195,72.2917,9.333636,230,4153
0,0,1,0,0,0,1,0,0,24.7825,67.4167,6.999289,231,5191
0,0,1,0,0,0,1,0,0,25.409151,77.0,16.666518,232,3873
0,0,1,0,0,1,1,0,0,24.508349,47.0,18.54225,233,4758
0,0,1,0,0,1,1,0,0,22.119151,45.5417,9.833121,234,5895
0,0,1,0,0,1,1,0,0,23.646651,60.5,16.958236,235,5130
0,0,1,0,0,1,0,1,0,24.155849,77.1667,14.125811,236,3542
0,0,1,0,0,1,1,0,0,24.9,76.125,5.6254875,237,4661
0,0,1,0,0,0,0,1,0,23.96,85.0,25.166339,238,1115
0,0,1,0,0,0,1,0,0,25.231773,56.1765,20.412153,239,4334
0,0,1,0,0,1,1,0,0,21.923349,55.4583,10.708275,240,4634
0,0,1,0,0,1,1,0,0,22.040849,54.8333,8.375536,241,5204
